date,BOCORWF1,CAPTL_WF,CULLRGWF,GULLRWF1,GUNNING1,SAPHWF1,TARALGA1,WOODLWN1,WRWF1
2018/1/7 11:00,80.40833333,85.80066742,13.5225,102.8807125,32.35549583,0,81.39031333,30.59400083,15.67927167
2018/1/7 12:00,105.1941667,85.45833333,9.6425,85.41179833,26.63597083,0,72.62687667,22.89524917,7.417189167
2018/1/7 13:00,105.4233333,83.11799925,7.764166667,80.287685,25.06979417,0,55.12844167,24.41024917,2.567081667
2018/1/7 14:00,105.6041667,64.76733208,2.2475,62.04823833,19.41447583,0,37.3375,23.16375083,0.2677075
2018/1/7 15:00,88.41833333,73.29166608,7.468333333,51.2138,18.20192333,0,28.3209375,21.14999833,1.482813333
2018/1/7 16:00,50.895,41.36299892,8.45416675,37.90477333,20.06981667,0,26.189375,11.3767475,2.588645833
2018/1/7 17:00,49.04,53.99566533,2.53,28.57043667,4.17848,0,34.93968667,13.31475417,8.789685833
2018/1/7 18:00,40.36,40.8510005,8.445833417,24.78431417,4.721146667,0,49.05656333,10.00799833,38.09426917
2018/1/7 19:00,23.2275,41.3479995,7.954999917,30.75233083,13.8646875,0,39.53937583,8.195998333,43.86052083
2018/1/7 20:00,1.266666667,54.31000067,9.444999917,39.501305,9.885705833,0,30.80999417,20.24099583,62.205
2018/1/7 21:00,23.4225,50.43533142,5.595,44.831055,12.75442583,0,46.34093417,19.88625333,66.35719
2018/1/7 22:00,32.7275,31.04433442,6.1125,19.37773167,6.281768333,0,25.99562167,15.30974917,59.92770833
2018/1/7 23:00,90.33583333,28.63766742,8.420833333,15.3834275,14.96675083,0,18.0831225,9.7357475,44.620105
2018/1/8 0:00,99.365,18.48499933,18.83333342,111.400975,33.70227583,0,19.73187167,15.24900083,15.6540625
2018/1/8 1:00,107.1125,82.12100025,26.14499975,137.7374717,28.99964833,0,75.16593667,35.61524917,0.989271667
2018/1/8 2:00,108.875,39.26099975,11.97666667,120.4972242,33.24305667,0,71.79906167,31.1085,2.4114575
2018/1/8 3:00,108.7558333,14.24333325,15.9116665,127.2503392,32.73483833,0,82.27530917,8.9137525,5.5727075
2018/1/8 4:00,107.7241667,64.45133292,16.63416658,114.8517675,30.97690833,0,84.71,22.46475083,11.16968667
2018/1/8 5:00,93.21916667,36.50200008,6.171666667,53.7907925,7.914991667,0,56.06406333,25.85849833,9.516563333
